id,label
0,2
1,2
2,1
3,0
4,1
5,0
6,1
7,1
8,0
9,1
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,1
20,1
21,1
22,0
23,2
24,1
25,0
26,0
27,2
28,0
29,0
30,0
31,0
32,0
33,1
34,2
35,0
36,0
37,0
38,2
39,0
40,0
41,0
42,2
43,1
44,1
45,0
46,0
47,0
48,2
49,0
50,2
51,0
52,1
53,2
54,0
55,1
56,1
57,0
58,0
59,1
60,2
61,1
62,0
63,1
64,2
65,0
66,0
67,1
68,2
69,0
70,0
71,1
72,0
73,0
74,2
75,2
76,0
77,2
78,2
79,2
80,0
81,0
82,2
83,0
84,2
85,0
86,0
87,2
88,2
89,0
90,0
91,2
92,2
93,0
94,0
95,0
96,0
97,0
98,0
99,2
100,2
101,0
102,0
103,0
104,0
105,1
106,0
107,2
108,1
109,0
110,0
111,0
112,2
113,2
114,1
115,0
116,0
117,0
118,1
119,1
120,0
121,1
122,0
123,0
124,2
125,2
126,0
127,0
128,0
129,0
130,2
131,1
132,0
133,0
134,0
135,2
136,0
137,2
138,1
139,0
140,0
141,0
142,2
143,0
144,0
145,2
146,1
147,1
148,0
149,0
150,1
151,0
152,0
153,0
154,0
155,2
156,0
157,2
158,0
159,0
160,1
161,0
162,0
163,0
164,0
165,2
166,2
167,1
168,2
169,0
170,0
171,0
172,2
173,0
174,0
175,2
176,2
177,2
178,1
179,0
180,2
181,0
182,2
183,0
184,0
185,0
186,0
187,0
188,0
189,2
190,2
191,0
192,2
193,2
194,1
195,0
196,2
197,0
198,2
199,0
200,1
201,0
202,0
203,0
204,1
205,0
206,0
207,2
208,0
209,0
210,1
211,1
212,0
213,0
214,2
215,0
216,1
217,2
218,0
219,2
220,0
221,1
222,0
223,2
224,0
225,0
226,0
227,0
228,2
229,2
230,2
231,0
232,0
233,0
234,0
235,0
236,2
237,0
238,0
239,0
240,0
241,0
242,2
243,0
244,0
245,2
246,0
247,2
248,0
249,0
250,0
251,1
252,0
253,0
254,2
255,1
256,2
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,1
266,0
267,0
268,2
269,2
270,0
271,0
272,0
273,0
274,0
275,2
276,0
277,0
278,0
279,0
280,0
281,0
282,2
283,0
284,0
285,0
286,0
287,1
288,0
289,2
290,0
291,0
292,0
293,0
294,0
295,0
296,1
297,0
298,1
299,0
300,0
301,1
302,0
303,2
304,1
305,2
306,1
307,0
308,0
309,0
310,2
311,2
312,2
313,1
314,2
315,0
316,0
317,0
318,2
319,1
320,2
321,2
322,0
323,0
324,2
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,1
339,2
340,0
341,1
342,1
343,1
344,0
345,0
346,2
347,0
348,0
349,1
350,0
351,0
352,1
353,0
354,0
355,0
356,0
357,0
358,2
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,2
370,0
371,2
372,1
373,0
374,0
375,2
376,2
377,0
378,1
379,0
380,0
381,2
382,1
383,0
384,0
385,0
386,2
387,0
388,0
389,0
390,0
391,2
392,0
393,0
394,2
395,0
396,0
397,0
398,2
399,2
400,0
401,0
402,1
403,0
404,0
405,0
406,2
407,0
408,0
409,2
410,0
411,0
412,2
413,0
414,2
415,0
416,2
417,0
418,0
419,0
420,2
421,0
422,0
423,2
424,0
425,0
426,0
427,1
428,2
429,0
430,0
431,0
432,1
433,0
434,0
435,0
436,0
437,0
438,2
439,2
440,0
441,0
442,0
443,1
444,0
445,2
446,0
447,0
448,0
449,0
450,1
451,2
452,0
453,2
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,1
462,2
463,2
464,2
465,0
466,0
467,0
468,0
469,2
470,0
471,2
472,2
473,2
474,0
475,0
476,0
477,0
478,1
479,0
480,2
481,0
482,2
483,0
484,0
485,2
486,1
487,0
488,1
489,0
490,2
491,0
492,2
493,0
494,0
495,0
496,0
497,1
498,0
499,0
500,0
501,0
502,0
503,0
504,2
505,0
506,2
507,2
508,0
509,0
510,0
511,0
512,0
513,1
514,0
515,0
516,2
517,1
518,0
519,1
520,2
521,0
522,0
523,0
524,0
525,0
526,1
527,0
528,0
529,0
530,1
531,0
532,0
533,2
534,2
535,0
536,0
537,1
538,2
539,0
540,2
541,0
542,0
543,2
544,2
545,1
546,0
